id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CITED4	18	0.058841	0.43995	1.0	5049	8	0.0091668	0.33016	0.6308	1.0	12420	8	0.0091668
CHST13	17	0.058845	0.43437	1.0	5050	8	-0.11331	0.77836	0.92351	1.0	18051	5	-0.11331
MUCL1	15	0.058899	0.41272	1.0	5051	8	-0.33201	0.049144	0.15341	0.645405	5310	6	-0.33201
GSC	18	0.058938	0.44065	1.0	5052	9	-0.12258	0.86455	0.95828	1.0	18881	5	-0.12258
SPRR2B	6	0.058947	0.28279	1.0	5053	3	0.10747	0.023015	0.064177	0.427543	3730	3	0.10747
SPINK5	17	0.059004	0.43538	1.0	5054	9	-0.15796	4.9787e-05	0.00026228	0.020944	274	7	-0.15796
hsa-mir-1470	12	0.059125	0.38457	1.0	5055	5	-0.080051	0.77191	0.90098	1.0	17981	3	-0.080051
ANKRD23	18	0.059132	0.44124	1.0	5056	5	-0.059424	0.99397	0.99719	1.0	20408	2	-0.059424
PTGR1	18	0.059139	0.44124	1.0	5057	4	0.40336	0.040533	0.14411	0.63303	4840	10	0.40336
C8A	18	0.059148	0.44125	1.0	5058	8	-0.17461	0.98985	0.99601	1.0	20328	3	-0.17461
SP140	17	0.059148	0.43549	1.0	5059	8	-0.12309	0.10742	0.29006	0.830847	7507	4	-0.12309
CENPB	18	0.059152	0.44137	1.0	5060	9	-0.22867	0.65805	0.87176	1.0	16753	6	-0.22867
SDS	17	0.059154	0.43549	1.0	5061	4	0.07779	0.19016	0.44646	0.98223	9702	8	0.07779
SDCBP2	17	0.059167	0.43558	1.0	5062	9	-0.22344	0.57141	0.82265	1.0	15731	6	-0.22344
GPR20	18	0.059172	0.44137	1.0	5063	8	-0.10675	0.48007	0.76237	1.0	14577	6	-0.10675
TNKS1BP1	18	0.059193	0.44149	1.0	5064	8	-0.1555	0.77603	0.92707	1.0	18029	4	-0.1555
XG	17	0.059214	0.43576	1.0	5065	8	-0.3445	0.86244	0.95703	1.0	18859	4	-0.3445
OR6B2	16	0.059232	0.42547	1.0	5066	7	-0.18427	0.46972	0.74701	1.0	14429	6	-0.18427
hsa-mir-5682	12	0.059237	0.3849	1.0	5067	6	-0.26647	0.42897	0.6806	1.0	13887	2	-0.26647
TM4SF19	18	0.059291	0.44172	1.0	5068	9	-0.12255	0.35318	0.65151	1.0	12807	7	-0.12255
THAP1	18	0.059298	0.44172	1.0	5069	8	-0.096538	0.42575	0.71662	1.0	13842	6	-0.096538
KPTN	17	0.059308	0.43576	1.0	5070	6	-0.15722	0.13324	0.33886	0.880001	8358	5	-0.15722
ATP6V1D	18	0.059314	0.44181	1.0	5071	9	-0.30677	0.29955	0.59709	1.0	11883	6	-0.30677
SYBU	18	0.059358	0.44181	1.0	5072	8	0.036891	0.29703	0.59412	1.0	11853	8	0.036891
ZBTB16	18	0.059376	0.44181	1.0	5073	7	-0.11585	0.51575	0.78623	1.0	15018	4	-0.11585
LRRC38	18	0.059421	0.44181	1.0	5074	8	0.00094804	0.46574	0.75019	1.0	14362	5	0.00094804
CD68	18	0.059494	0.4419	1.0	5075	7	-0.006886	0.3998	0.69422	1.0	13481	7	-0.006886
ZAR1	17	0.059559	0.43638	1.0	5076	9	-0.19212	0.89006	0.96648	1.0	19169	3	-0.19212
HBA2	18	0.059619	0.44243	1.0	5077	7	0.06435	0.021281	0.080048	0.476276	3594	6	0.06435
NCK2	18	0.059622	0.44243	1.0	5078	9	-0.17616	0.39763	0.69279	1.0	13448	5	-0.17616
GGA3	18	0.059639	0.44243	1.0	5079	9	-0.28155	0.29624	0.59343	1.0	11835	8	-0.28155
OR10G3	18	0.059709	0.44243	1.0	5080	8	-0.22667	0.40387	0.69901	1.0	13529	5	-0.22667
CNN2	18	0.059717	0.44243	1.0	5081	5	0.0037063	0.50293	0.77911	1.0	14855	6	0.0037063
OR5AU1	17	0.059757	0.43716	1.0	5082	6	0.010113	0.57902	0.82425	1.0	15817	6	0.010113
C1orf162	18	0.059773	0.44243	1.0	5083	6	0.07812	0.33964	0.63879	1.0	12577	8	0.07812
RFPL3	18	0.059859	0.44294	1.0	5084	7	0.13887	0.22933	0.50417	1.0	10573	9	0.13887
C11orf93	18	0.059887	0.44522	1.0	5085	8	-0.16796	0.97916	0.99282	1.0	20158	2	-0.16796
DDI1	14	0.0599	0.41034	1.0	5086	6	-0.060914	0.55836	0.79615	1.0	15552	4	-0.060914
LONRF3	18	0.059917	0.4454	1.0	5087	9	-0.30237	0.13593	0.35178	0.891709	8428	6	-0.30237
PASD1	18	0.059919	0.4454	1.0	5088	8	0.051498	0.59986	0.84247	1.0	16071	7	0.051498
CARHSP1	17	0.059981	0.43802	1.0	5089	8	-0.19045	0.50632	0.77487	1.0	14900	7	-0.19045
DPYSL2	18	0.059984	0.44551	1.0	5090	8	-0.088104	0.94868	0.98411	1.0	19795	3	-0.088104
NLGN4Y	17	0.059986	0.43802	1.0	5091	4	0.14364	0.2319	0.50297	1.0	10630	7	0.14364
VMO1	18	0.060017	0.44551	1.0	5092	8	-0.070775	0.28398	0.57764	1.0	11629	8	-0.070775
SYVN1	18	0.060036	0.44564	1.0	5093	7	-0.12426	0.87714	0.96314	1.0	19023	4	-0.12426
TMEM200C	18	0.060043	0.44564	1.0	5094	7	0.04902	0.58666	0.83502	1.0	15901	6	0.04902
EID2	18	0.060057	0.44565	1.0	5095	7	-0.26168	0.77357	0.92572	1.0	17997	6	-0.26168
MAGEA2B	15	0.060117	0.4163	1.0	5096	7	-0.20547	0.19977	0.45179	0.987474	9921	3	-0.20547
POU2F1	15	0.060153	0.4163	1.0	5097	7	-0.10527	0.21076	0.47249	1.0	10173	5	-0.10527
SLC39A3	18	0.060179	0.44656	1.0	5098	8	-0.16535	0.48418	0.7645	1.0	14626	6	-0.16535
ZBTB38	17	0.060251	0.43879	1.0	5099	7	0.086367	0.26047	0.54721	1.0	11245	8	0.086367
C6orf99	18	0.06029	0.44717	1.0	5100	9	-0.28551	0.35276	0.65043	1.0	12799	5	-0.28551
PGAM4	18	0.060349	0.44717	1.0	5101	4	-0.15437	0.79665	0.93488	1.0	18215	3	-0.15437
DHH	18	0.060374	0.44717	1.0	5102	7	-0.24117	0.82036	0.94358	1.0	18422	5	-0.24117
COL14A1	18	0.060374	0.44717	1.0	5103	7	-0.05837	0.7627	0.9214	1.0	17884	5	-0.05837
CACNA1H	18	0.060384	0.44717	1.0	5104	9	-0.18589	0.21179	0.48129	1.0	10195	7	-0.18589
AHSA2	17	0.060391	0.43935	1.0	5105	8	-0.098111	0.39904	0.68728	1.0	13471	5	-0.098111
IL18RAP	16	0.060432	0.42881	1.0	5106	6	-0.021004	0.053523	0.16892	0.667553	5556	6	-0.021004
C10orf55	14	0.060453	0.41352	1.0	5107	8	-0.26477	0.23531	0.49413	1.0	10699	3	-0.26477
VTI1B	18	0.060473	0.4476	1.0	5108	6	0.28977	0.0047445	0.025222	0.293392	1790	9	0.28977
IL22RA1	18	0.060491	0.4476	1.0	5109	9	-0.069194	0.72487	0.90509	1.0	17477	4	-0.069194
hsa-mir-4478	12	0.060581	0.38775	1.0	5110	7	-0.25583	0.9462	0.96992	1.0	19762	2	-0.25583
LRRC24	17	0.060585	0.43986	1.0	5111	7	0.16445	0.00020014	0.0065429	0.22619	480	9	0.16445
MEF2D	17	0.06062	0.43986	1.0	5112	4	0.2795	0.021746	0.080405	0.476379	3637	9	0.2795
TMEM151B	17	0.060638	0.43986	1.0	5113	5	0.01816	0.71594	0.89764	1.0	17372	6	0.01816
PICK1	18	0.060641	0.44785	1.0	5114	6	0.13695	0.2359	0.51161	1.0	10711	8	0.13695
SLCO1B3	17	0.060669	0.44015	1.0	5115	8	-0.25091	0.83999	0.94682	1.0	18620	5	-0.25091
PIK3IP1	18	0.060676	0.44785	1.0	5116	9	-0.17683	0.94177	0.98235	1.0	19704	3	-0.17683
SAMD11	18	0.06069	0.44785	1.0	5117	9	-0.19899	0.91746	0.97591	1.0	19445	3	-0.19899
ERAS	18	0.060734	0.44785	1.0	5118	7	-0.044952	0.93436	0.97975	1.0	19630	4	-0.044952
C11orf86	18	0.060774	0.44809	1.0	5119	7	0.1167	0.40862	0.70268	1.0	13608	6	0.1167
NME1-NME2	9	0.06078	0.34765	1.0	5120	4	-0.078681	0.18073	0.37824	0.921917	9493	4	-0.078681
KCMF1	17	0.060797	0.44079	1.0	5121	6	0.02838	0.33945	0.63577	1.0	12576	6	0.02838
hsa-mir-6845	12	0.060801	0.38829	1.0	5122	5	-0.32592	0.88241	0.94607	1.0	19094	2	-0.32592
TMEM70	18	0.060801	0.44841	1.0	5123	7	0.060907	0.4368	0.7262	1.0	13992	7	0.060907
hsa-mir-645	12	0.060829	0.38829	1.0	5124	5	-0.040077	0.80219	0.9111	1.0	18261	3	-0.040077
TRIM6	14	0.060838	0.41585	1.0	5125	7	-0.059962	0.56129	0.79788	1.0	15581	5	-0.059962
hsa-mir-6730	12	0.060866	0.38829	1.0	5126	7	-0.53537	0.4474	0.69737	1.0	14126	1	-0.53537
PCDHA4	6	0.060881	0.28713	1.0	5127	4	-0.4672	0.80552	0.84261	1.0	18290	1	-0.4672
KCND3	18	0.060889	0.44866	1.0	5128	8	-0.059804	0.8704	0.96042	1.0	18949	5	-0.059804
HELZ2	18	0.060918	0.44889	1.0	5129	8	-0.083866	0.69344	0.8887	1.0	17127	4	-0.083866
MRGPRF	18	0.060938	0.449	1.0	5130	7	-0.010222	0.27506	0.56876	1.0	11465	4	-0.010222
STPG1	17	0.060968	0.44089	1.0	5131	8	-0.071368	0.084726	0.24611	0.777118	6754	8	-0.071368
GEMIN7	18	0.061008	0.449	1.0	5132	8	-0.067445	0.98687	0.99499	1.0	20268	3	-0.067445
CYR61	18	0.061017	0.449	1.0	5133	7	-0.18723	0.65911	0.87254	1.0	16765	5	-0.18723
INPP5J	18	0.06103	0.449	1.0	5134	8	-0.21843	0.65128	0.86981	1.0	16678	4	-0.21843
ATOH7	18	0.061053	0.449	1.0	5135	6	-0.033857	0.073205	0.21822	0.739316	6342	7	-0.033857
KRTAP13-2	18	0.061072	0.449	1.0	5136	8	-0.047627	0.42686	0.71769	1.0	13857	5	-0.047627
DIRC2	16	0.061154	0.43413	1.0	5137	7	-0.065758	0.3476	0.62902	1.0	12725	5	-0.065758
MCHR1	17	0.061173	0.44134	1.0	5138	8	-0.17358	0.92594	0.97607	1.0	19533	2	-0.17358
GAST	18	0.061184	0.45083	1.0	5139	6	0.1537	0.30726	0.60477	1.0	12038	8	0.1537
AFAP1	18	0.061238	0.45112	1.0	5140	8	0.11491	0.12134	0.3178	0.855744	7980	9	0.11491
NUP35	14	0.061247	0.41819	1.0	5141	7	-0.20431	0.64994	0.84727	1.0	16665	4	-0.20431
PDCD10	18	0.06125	0.45112	1.0	5142	7	-0.11129	0.014169	0.055283	0.396336	2976	6	-0.11129
CELA3A	18	0.061253	0.45112	1.0	5143	9	-0.21351	0.7676	0.92296	1.0	17942	6	-0.21351
GLG1	16	0.061292	0.43468	1.0	5144	8	-0.3556	0.01083	0.043171	0.355033	2645	6	-0.3556
UBB	18	0.061322	0.45112	1.0	5145	7	-0.16602	0.90334	0.97313	1.0	19322	3	-0.16602
hsa-mir-4675	12	0.061345	0.39039	1.0	5146	7	-0.31661	0.1917	0.42101	0.954955	9743	1	-0.31661
BRWD3	18	0.06135	0.45137	1.0	5147	7	-0.091589	0.50181	0.7783	1.0	14842	7	-0.091589
MPDU1	18	0.061375	0.45137	1.0	5148	8	0.25845	0.10312	0.28274	0.824491	7366	9	0.25845
CORO2B	18	0.061405	0.45161	1.0	5149	7	0.070843	0.29302	0.59016	1.0	11783	6	0.070843
FABP6	18	0.061418	0.45173	1.0	5150	9	-0.20439	0.38835	0.68354	1.0	13317	6	-0.20439
BGN	18	0.061432	0.45173	1.0	5151	7	-0.13304	0.65215	0.87013	1.0	16691	5	-0.13304
SRGAP1	17	0.061439	0.44173	1.0	5152	6	-0.20341	0.2901	0.58272	1.0	11736	7	-0.20341
hsa-mir-4511	9	0.061447	0.34805	1.0	5153	5	-0.24246	0.22323	0.43657	0.973262	10444	4	-0.24246
SYP	18	0.061468	0.45173	1.0	5154	7	0.19243	4.3376e-07	1.8033e-05	0.006334	53	8	0.19243
RBM25	16	0.061502	0.43476	1.0	5155	7	-0.31358	0.36129	0.64544	1.0	12912	4	-0.31358
GNA11	17	0.061507	0.44182	1.0	5156	9	-0.1732	0.59438	0.83078	1.0	16009	4	-0.1732
CD93	18	0.061516	0.45173	1.0	5157	9	-0.24123	0.88425	0.96534	1.0	19111	4	-0.24123
PLEKHM1	18	0.06156	0.45185	1.0	5158	7	-0.15503	0.40222	0.69651	1.0	13507	5	-0.15503
CPA5	18	0.06163	0.45208	1.0	5159	6	-0.085453	0.20856	0.47658	1.0	10125	8	-0.085453
RHBDD3	14	0.061687	0.42246	1.0	5160	5	0.11422	0.67802	0.86206	1.0	16963	5	0.11422
C1RL	18	0.061749	0.45216	1.0	5161	6	0.0073959	0.049393	0.16703	0.666891	5331	6	0.0073959
hsa-mir-421	12	0.061758	0.39267	1.0	5162	5	0.07487	0.026892	0.092053	0.516489	3986	6	0.07487
PSAT1	18	0.061759	0.45216	1.0	5163	4	0.05537	0.022395	0.08212	0.480163	3681	7	0.05537
STAU1	17	0.061762	0.4422	1.0	5164	8	-0.13438	0.15764	0.38035	0.921917	8944	5	-0.13438
NUP54	15	0.06178	0.42397	1.0	5165	6	0.10367	0.55389	0.79634	1.0	15488	4	0.10367
ZNF648	18	0.061788	0.45225	1.0	5166	8	-0.031926	0.089067	0.25272	0.789834	6900	7	-0.031926
ARHGAP40	18	0.061789	0.45225	1.0	5167	9	-0.074979	0.83199	0.9462	1.0	18538	5	-0.074979
hsa-mir-599	11	0.061883	0.37951	1.0	5168	4	0.48569	0.12879	0.31278	0.849371	8223	6	0.48569
CILP2	18	0.061893	0.45225	1.0	5169	8	-0.16777	0.97337	0.99142	1.0	20081	3	-0.16777
PAK6	18	0.061902	0.45225	1.0	5170	8	-0.085714	0.94527	0.98308	1.0	19746	4	-0.085714
AAMP	18	0.061907	0.45402	1.0	5171	8	-0.13579	0.037728	0.13539	0.617424	4675	5	-0.13579
FAM19A5	16	0.061979	0.43738	1.0	5172	7	-0.19935	0.94542	0.98114	1.0	19748	3	-0.19935
PGM2	18	0.062002	0.4542	1.0	5173	4	0.13347	0.30299	0.60019	1.0	11962	8	0.13347
ARTN	18	0.062011	0.4542	1.0	5174	8	-0.026589	0.22271	0.49724	1.0	10435	7	-0.026589
USP9X	18	0.062024	0.4542	1.0	5175	9	-0.36085	0.32236	0.62335	1.0	12290	6	-0.36085
ELOVL1	18	0.06205	0.45449	1.0	5176	8	-0.15006	0.81089	0.94081	1.0	18338	5	-0.15006
RAB33A	18	0.062087	0.45464	1.0	5177	8	0.037642	0.19445	0.44732	0.98223	9799	9	0.037642
MAP1B	18	0.062106	0.45464	1.0	5178	8	-0.068861	0.80808	0.94002	1.0	18313	5	-0.068861
TIMM13	17	0.062119	0.44301	1.0	5179	7	-0.13771	0.20452	0.46999	1.0	10041	7	-0.13771
AOC3	16	0.062196	0.43766	1.0	5180	7	0.018535	0.7125	0.89074	1.0	17327	5	0.018535
TM6SF2	18	0.062231	0.45673	1.0	5181	9	-0.22822	0.96744	0.99016	1.0	20025	2	-0.22822
hsa-mir-4681	12	0.062274	0.39333	1.0	5182	6	-0.19196	0.84094	0.92689	1.0	18629	1	-0.19196
GMEB1	17	0.062284	0.44405	1.0	5183	8	-0.15701	0.51338	0.78106	1.0	14981	6	-0.15701
TRPV4	18	0.062322	0.45723	1.0	5184	7	0.051849	0.75012	0.91601	1.0	17756	6	0.051849
SLC44A2	18	0.06234	0.45723	1.0	5185	9	-0.16951	0.50292	0.77911	1.0	14853	6	-0.16951
MPRIP	18	0.062342	0.45723	1.0	5186	7	-0.015931	0.060562	0.19296	0.706036	5854	8	-0.015931
ITGA10	18	0.062356	0.45723	1.0	5187	6	0.15369	0.32276	0.62378	1.0	12298	7	0.15369
GNRH2	18	0.062359	0.45723	1.0	5188	8	0.089487	0.025657	0.096484	0.527999	3907	7	0.089487
FCER2	18	0.062402	0.45723	1.0	5189	7	0.24042	0.27958	0.57237	1.0	11550	8	0.24042
DOK3	18	0.062414	0.45723	1.0	5190	6	-0.03822	0.33265	0.63334	1.0	12459	5	-0.03822
RMND5A	18	0.062441	0.45723	1.0	5191	9	-0.19395	0.88738	0.96708	1.0	19145	5	-0.19395
hsa-mir-4472-2	10	0.062484	0.37074	1.0	5192	6	-0.57972	0.44317	0.67133	1.0	14068	2	-0.57972
CCDC22	18	0.062541	0.45723	1.0	5193	8	-0.12372	0.67408	0.87918	1.0	16924	5	-0.12372
GADD45B	18	0.062578	0.45723	1.0	5194	9	-0.22472	0.55023	0.8083	1.0	15440	5	-0.22472
ZC3H12A	18	0.062633	0.45741	1.0	5195	7	-0.0025277	0.46291	0.7481	1.0	14327	6	-0.0025277
SYCE3	17	0.062653	0.44501	1.0	5196	7	-0.021541	0.31078	0.6049	1.0	12099	8	-0.021541
IGFL1	18	0.06266	0.45753	1.0	5197	6	0.037199	0.32874	0.62827	1.0	12394	8	0.037199
hsa-mir-5002	12	0.062695	0.3945	1.0	5198	6	-0.36293	0.61233	0.8119	1.0	16238	2	-0.36293
TRPV1	18	0.062709	0.45753	1.0	5199	7	-0.05387	0.26902	0.5643	1.0	11376	6	-0.05387
hsa-mir-1208	12	0.062794	0.39489	1.0	5200	7	-0.26024	0.60109	0.80509	1.0	16094	2	-0.26024
hsa-mir-1307	12	0.062805	0.39489	1.0	5201	5	-0.03763	0.64763	0.83051	1.0	16643	4	-0.03763
C15orf61	17	0.062823	0.4459	1.0	5202	7	0.16388	0.086816	0.25417	0.793609	6835	6	0.16388
TCN1	18	0.06285	0.45822	1.0	5203	9	-0.28937	0.74051	0.9118	1.0	17644	2	-0.28937
CEND1	18	0.062875	0.45835	1.0	5204	8	-0.22058	0.38289	0.678	1.0	13253	5	-0.22058
ZZZ3	18	0.062899	0.45835	1.0	5205	9	-0.42709	0.55294	0.81059	1.0	15478	5	-0.42709
DIO2	17	0.0629	0.4459	1.0	5206	9	-0.26349	0.39456	0.6843	1.0	13395	4	-0.26349
HHIP	18	0.062905	0.45835	1.0	5207	9	-0.12018	0.48139	0.76312	1.0	14593	7	-0.12018
TOMM5	17	0.062925	0.4459	1.0	5208	6	0.11171	0.033889	0.12035	0.581668	4434	7	0.11171
PUM2	16	0.062945	0.43915	1.0	5209	6	-0.21013	0.77928	0.91958	1.0	18063	5	-0.21013
PBX3	18	0.062972	0.45901	1.0	5210	6	-0.0052331	0.83639	0.94743	1.0	18580	5	-0.0052331
PGAP3	18	0.062996	0.45901	1.0	5211	7	0.092105	0.37296	0.66897	1.0	13095	8	0.092105
PSMG3	18	0.063018	0.45901	1.0	5212	7	-0.11724	0.3668	0.66475	1.0	12999	7	-0.11724
RDH13	18	0.063091	0.45912	1.0	5213	7	0.16438	0.1519	0.37901	0.921917	8802	8	0.16438
IRAK3	16	0.063124	0.43949	1.0	5214	5	0.044348	0.00023788	0.0064128	0.22619	517	5	0.044348
DHX30	18	0.063167	0.45912	1.0	5215	8	-0.15394	0.15448	0.38186	0.921986	8861	7	-0.15394
hsa-mir-1290	12	0.0632	0.3959	1.0	5216	5	0.0059302	0.11377	0.28207	0.824491	7738	5	0.0059302
SRD5A2	18	0.063215	0.45923	1.0	5217	5	0.26012	0.071062	0.21485	0.734939	6254	9	0.26012
ZNF213	18	0.063224	0.45935	1.0	5218	8	-0.074424	0.37401	0.66976	1.0	13113	6	-0.074424
EXOC3L2	18	0.063242	0.45935	1.0	5219	7	0.02144	0.34698	0.6463	1.0	12712	6	0.02144
TRMT112	15	0.063251	0.42849	1.0	5220	8	-0.30333	0.56158	0.80313	1.0	15589	4	-0.30333
ZNF101	18	0.06328	0.45963	1.0	5221	8	-0.091786	0.65232	0.87013	1.0	16693	6	-0.091786
TBC1D8	18	0.063303	0.45963	1.0	5222	8	-0.1321	0.046068	0.15832	0.655006	5145	7	-0.1321
hsa-mir-4767	12	0.063311	0.39641	1.0	5223	5	-0.025176	2.6494e-05	0.00013354	0.014196	220	5	-0.025176
KRT5	15	0.063341	0.42849	1.0	5224	7	-0.51913	0.092516	0.25647	0.797645	7020	6	-0.51913
hsa-mir-3622a	3	0.06338	0.20062	1.0	5225	2	-0.61822	0.94035	0.91355	1.0	19687	0	-0.61822
HSPB7	18	0.063386	0.45985	1.0	5226	9	-0.26379	0.29002	0.58722	1.0	11735	5	-0.26379
CRHBP	16	0.063442	0.44033	1.0	5227	8	-0.35934	0.47761	0.75236	1.0	14545	3	-0.35934
FEZ1	17	0.063477	0.44726	1.0	5228	9	-0.35639	0.94471	0.98244	1.0	19738	3	-0.35639
hsa-mir-1289-2	12	0.063522	0.39692	1.0	5229	6	-0.36336	0.76736	0.89788	1.0	17939	2	-0.36336
TWIST2	17	0.063543	0.44757	1.0	5230	8	-0.19567	0.80209	0.9326	1.0	18259	3	-0.19567
MMP21	18	0.063555	0.4601	1.0	5231	6	-0.034095	0.7191	0.90162	1.0	17402	5	-0.034095
RBP1	17	0.063589	0.44757	1.0	5232	8	-0.31868	0.99747	0.99817	1.0	20507	2	-0.31868
PRSS38	18	0.063616	0.46022	1.0	5233	9	-0.22435	0.9027	0.973	1.0	19312	4	-0.22435
ACACB	18	0.063673	0.46089	1.0	5234	6	0.13463	0.35675	0.65545	1.0	12853	8	0.13463
NKX6-2	18	0.0637	0.46089	1.0	5235	7	0.14156	0.042809	0.1475	0.635555	4967	8	0.14156
DENND2D	18	0.063711	0.46089	1.0	5236	7	-0.027341	0.90102	0.97211	1.0	19294	5	-0.027341
ASB9	18	0.063711	0.46089	1.0	5237	9	-0.31515	0.74331	0.91265	1.0	17676	3	-0.31515
CDC42BPG	17	0.06372	0.44816	1.0	5238	9	-0.19988	0.75397	0.91476	1.0	17791	5	-0.19988
ELMSAN1	17	0.063734	0.44816	1.0	5239	7	-0.11904	0.71123	0.89591	1.0	17314	6	-0.11904
ICAM1	14	0.063758	0.42817	1.0	5240	8	-0.27604	0.58709	0.81018	1.0	15908	5	-0.27604
PTPRC	17	0.06378	0.44828	1.0	5241	8	-0.15215	0.10224	0.28008	0.822505	7337	6	-0.15215
ILVBL	18	0.06379	0.46103	1.0	5242	8	-0.036598	0.40582	0.70123	1.0	13566	7	-0.036598
RBM3	18	0.063804	0.46103	1.0	5243	8	-0.13169	0.33642	0.63649	1.0	12513	4	-0.13169
hsa-mir-4653	12	0.063915	0.3973	1.0	5244	5	-0.16717	0.56516	0.78483	1.0	15630	4	-0.16717
C10orf90	18	0.06398	0.46118	1.0	5245	8	-0.1559	0.75281	0.91698	1.0	17776	6	-0.1559
RESP18	18	0.063991	0.46118	1.0	5246	2	0.16412	0.10963	0.29426	0.833554	7597	7	0.16412
KIAA1967	18	0.063996	0.46118	1.0	5247	9	-0.1878	0.40772	0.70144	1.0	13597	5	-0.1878
PMP2	14	0.064018	0.42916	1.0	5248	3	0.3508	0.051492	0.1608	0.65948	5436	8	0.3508
TAF10	16	0.06402	0.44178	1.0	5249	8	-0.27427	0.97921	0.99151	1.0	20159	3	-0.27427
MYL10	18	0.064049	0.46118	1.0	5250	5	0.32167	0.025561	0.096357	0.527999	3898	11	0.32167
IGDCC3	17	0.064062	0.44921	1.0	5251	9	-0.29303	0.81569	0.93717	1.0	18383	5	-0.29303
UBXN7	18	0.064109	0.46118	1.0	5252	5	0.76747	0.033966	0.12099	0.583231	4439	11	0.76747
BRPF3	18	0.064109	0.46118	1.0	5253	7	0.14759	0.020815	0.07764	0.468759	3562	9	0.14759
INTS1	18	0.064128	0.46118	1.0	5254	6	-0.048926	0.73981	0.91144	1.0	17634	5	-0.048926
ZACN	18	0.064146	0.46118	1.0	5255	7	0.026599	0.33475	0.63547	1.0	12490	7	0.026599
hsa-mir-4649	11	0.064185	0.38601	1.0	5256	6	-0.46937	0.041685	0.12636	0.594487	4910	3	-0.46937
TEX2	18	0.064189	0.46129	1.0	5257	8	-0.25786	0.035702	0.12607	0.594355	4547	6	-0.25786
NCOR2	18	0.064211	0.46146	1.0	5258	5	0.091029	0.76623	0.92236	1.0	17922	6	0.091029
SMIM11	14	0.064228	0.43029	1.0	5259	7	-0.16892	0.42988	0.69595	1.0	13908	6	-0.16892
LCNL1	18	0.064233	0.46146	1.0	5260	4	0.2999	0.032498	0.11702	0.575601	4338	11	0.2999
MAMSTR	18	0.064282	0.46146	1.0	5261	8	-0.10269	0.54439	0.80496	1.0	15365	3	-0.10269
GTF3C5	18	0.064301	0.46194	1.0	5262	7	-0.097804	0.76725	0.92296	1.0	17934	5	-0.097804
KCNT1	17	0.06434	0.44965	1.0	5263	8	0.46132	0.0091631	0.03823	0.337466	2442	9	0.46132
ADH1A	17	0.064349	0.44965	1.0	5264	5	-0.02548	0.48166	0.75836	1.0	14600	6	-0.02548
hsa-mir-6499	12	0.064359	0.39973	1.0	5265	5	-0.0072791	0.28568	0.54047	1.0	11662	4	-0.0072791
TDRD6	17	0.064374	0.44965	1.0	5266	8	0.09444	0.065548	0.20005	0.715209	6039	8	0.09444
CYTH4	18	0.064391	0.46233	1.0	5267	6	0.22926	0.048087	0.16325	0.661614	5253	9	0.22926
KCNE3	18	0.064398	0.46233	1.0	5268	9	-0.22613	0.79131	0.93337	1.0	18174	3	-0.22613
ACSBG2	16	0.064425	0.44228	1.0	5269	7	0.074933	0.38065	0.66487	1.0	13227	6	0.074933
SHC2	18	0.064427	0.46233	1.0	5270	3	0.1496	0.3544	0.65399	1.0	12823	7	0.1496
PPRC1	18	0.064449	0.46233	1.0	5271	9	-0.20567	0.56145	0.81557	1.0	15587	7	-0.20567
PHKB	18	0.064453	0.46233	1.0	5272	9	-0.10558	0.093036	0.26775	0.813152	7045	6	-0.10558
OSBP2	18	0.064477	0.46286	1.0	5273	9	-0.2934	0.33829	0.63782	1.0	12548	4	-0.2934
ZNF460	18	0.064536	0.46286	1.0	5274	6	0.20967	0.2505	0.53248	1.0	11033	9	0.20967
HCRTR2	18	0.064572	0.46286	1.0	5275	2	0.55577	0.018753	0.070809	0.448097	3396	10	0.55577
PAX1	15	0.064585	0.43274	1.0	5276	4	0.10569	0.32821	0.60416	1.0	12387	5	0.10569
LILRA1	18	0.064621	0.46286	1.0	5277	5	0.55663	0.011115	0.045154	0.360098	2673	10	0.55663
MCFD2	18	0.064678	0.46328	1.0	5278	6	-0.047376	0.17548	0.41241	0.948061	9360	7	-0.047376
PPP1CC	18	0.064681	0.46328	1.0	5279	9	-0.27869	0.2917	0.58846	1.0	11761	3	-0.27869
SEPHS2	18	0.064685	0.46328	1.0	5280	6	0.13306	0.49886	0.77606	1.0	14807	7	0.13306
DHX38	17	0.06477	0.45385	1.0	5281	7	-0.22611	0.95984	0.98676	1.0	19933	2	-0.22611
DPAGT1	18	0.064783	0.46351	1.0	5282	9	-0.25814	0.4789	0.762	1.0	14561	4	-0.25814
TBCD	17	0.064801	0.45385	1.0	5283	7	-0.21967	0.99954	0.99912	1.0	20607	1	-0.21967
MC2R	18	0.064805	0.46351	1.0	5284	8	-0.18401	0.20703	0.47445	1.0	10093	6	-0.18401
LRRC14	17	0.064876	0.45399	1.0	5285	7	-0.10849	0.62537	0.8505	1.0	16410	5	-0.10849
PDZD7	18	0.064891	0.46362	1.0	5286	6	0.01368	0.46212	0.74781	1.0	14313	4	0.01368
INCA1	18	0.064917	0.46377	1.0	5287	6	-0.11496	0.61519	0.85049	1.0	16278	6	-0.11496
