id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ATAD2	5	0.029604	0.093859	0.812753	3379	4	-5.4264	0.92992	0.95097	1.0	20158	0	-5.4264
ITPRIP	15	0.029616	0.15303	0.812753	3380	5	0.21775	0.41318	0.78629	1.0	14804	6	0.21775
METTL12	15	0.029616	0.15303	0.812753	3381	8	-0.72068	0.20322	0.56553	1.0	10273	5	-0.72068
ORM2	17	0.029617	0.16236	0.812753	3382	2	0.45005	0.026439	0.14819	1.0	2795	8	0.45005
CBR3	15	0.02962	0.15307	0.812753	3383	9	-5.0446	0.43447	0.79924	1.0	15151	4	-5.0446
RHOV	16	0.029641	0.15675	0.812753	3384	10	-0.65434	0.13768	0.4648	1.0	8219	5	-0.65434
CCL25	12	0.029647	0.14283	0.812753	3385	7	-1.4895	0.27073	0.62645	1.0	12003	2	-1.4895
VGLL1	18	0.029655	0.16867	0.812753	3386	10	-0.6868	0.013892	0.093868	1.0	1709	7	-0.6868
AKR1B1	15	0.029676	0.15308	0.812753	3387	8	-1.2786	0.65329	0.91792	1.0	17926	3	-1.2786
TIRAP	16	0.02968	0.15675	0.812753	3388	11	-5.082	0.67156	0.93275	1.0	18118	5	-5.082
PEAK1	14	0.029682	0.15053	0.812753	3389	6	-0.1906	0.77425	0.95417	1.0	19048	3	-0.1906
DDX55	15	0.029688	0.15308	0.812753	3390	9	-4.9897	0.98721	0.99794	1.0	20518	1	-4.9897
CNTNAP2	16	0.029711	0.15678	0.812753	3391	9	-1.2173	0.58009	0.8961	1.0	17152	4	-1.2173
HERC6	12	0.029711	0.14284	0.812753	3392	7	-5.2402	0.010759	0.062676	1.0	1404	5	-5.2402
GALNT6	15	0.029728	0.15309	0.812753	3393	9	-1.9041	0.9408	0.9916	1.0	20233	2	-1.9041
IDO1	11	0.029749	0.13604	0.812753	3394	8	-4.907	0.93303	0.98274	1.0	20182	2	-4.907
hsa-mir-4718	12	0.02975	0.14293	0.812753	3395	4	0.2224	0.10307	0.35346	1.0	6896	6	0.2224
ATP5B	18	0.02977	0.16874	0.812753	3396	9	-2.603	0.84785	0.98094	1.0	19629	5	-2.603
hsa-mir-7702	9	0.029778	0.11742	0.812753	3397	7	-1.5067	0.95533	0.98146	1.0	20318	1	-1.5067
ACOX3	17	0.029779	0.16236	0.812753	3398	9	-0.39388	0.44755	0.82606	1.0	15322	6	-0.39388
LYG1	15	0.029782	0.15324	0.812753	3399	6	0.26727	0.031031	0.16004	1.0	3090	6	0.26727
PRKAB1	14	0.029802	0.15065	0.812753	3400	7	-0.0072238	0.12327	0.41723	1.0	7720	7	-0.0072238
PLD2	18	0.029804	0.16921	0.812753	3401	4	0.86235	0.0034949	0.028595	0.894917	601	13	0.86235
hsa-mir-6823	11	0.029806	0.13605	0.812753	3402	7	-5.3925	0.98257	0.9939	1.0	20488	1	-5.3925
RAD21	11	0.029806	0.13605	0.812753	3403	7	-5.2113	0.91521	0.97906	1.0	20061	2	-5.2113
ATF6	11	0.029806	0.13605	0.812753	3404	7	-4.9544	0.13861	0.41092	1.0	8261	4	-4.9544
CD8B	15	0.029819	0.15324	0.812753	3405	7	0.080766	0.51997	0.85926	1.0	16374	6	0.080766
PMPCB	13	0.029832	0.14692	0.812753	3406	7	-5.4264	0.069979	0.2811	1.0	5387	5	-5.4264
DOK3	18	0.029835	0.16967	0.812753	3407	6	0.19341	0.47166	0.84505	1.0	15709	7	0.19341
JPH2	18	0.029835	0.16967	0.812753	3408	6	-0.015865	0.14142	0.478	1.0	8369	7	-0.015865
TMEM132A	15	0.029844	0.15324	0.812753	3409	8	-0.7961	0.39876	0.77817	1.0	14552	6	-0.7961
STK25	16	0.02985	0.15681	0.812753	3410	11	-0.75032	0.70665	0.94145	1.0	18480	5	-0.75032
AP4M1	15	0.029855	0.15324	0.812753	3411	3	0.27262	0.16906	0.50837	1.0	9273	7	0.27262
TAF7L	18	0.029919	0.16967	0.812753	3412	6	0.95809	0.0048956	0.038075	0.93742	782	11	0.95809
RILPL1	18	0.029919	0.16967	0.812753	3413	5	0.55416	0.073904	0.32054	1.0	5595	10	0.55416
TBC1D2	16	0.029942	0.15709	0.812753	3414	7	0.30706	0.013891	0.087989	1.0	1708	8	0.30706
LPP	16	0.029954	0.15709	0.812753	3415	7	-0.043795	0.40863	0.79196	1.0	14737	6	-0.043795
hsa-mir-4289	11	0.029959	0.13606	0.812753	3416	6	-1.1249	0.83897	0.96118	1.0	19558	2	-1.1249
FILIP1L	14	0.029986	0.1514	0.812753	3417	8	-2.9486	0.44225	0.80596	1.0	15254	4	-2.9486
RABGGTA	13	0.029997	0.14693	0.812753	3418	8	-5.0876	0.56789	0.87145	1.0	17005	3	-5.0876
ZNF195	15	0.030002	0.15404	0.812753	3419	6	0.30068	0.17856	0.52273	1.0	9560	7	0.30068
TNN	16	0.030041	0.15713	0.812753	3420	6	-0.11424	0.48179	0.84261	1.0	15852	5	-0.11424
LDLRAP1	15	0.030085	0.15805	0.812753	3421	9	-5.2797	0.29479	0.67902	1.0	12534	4	-5.2797
TRIM59	16	0.0301	0.15716	0.812753	3422	5	0.24668	0.0045549	0.034391	0.908854	742	7	0.24668
UBL4B	15	0.030149	0.15818	0.812753	3423	5	-0.047644	0.24678	0.61305	1.0	11422	6	-0.047644
DNAJC9	14	0.030178	0.15141	0.812753	3424	5	1.0237	0.01061	0.067388	1.0	1391	8	1.0237
CLEC2D	16	0.030184	0.15717	0.812753	3425	8	-2.7609	0.046091	0.22485	1.0	4074	6	-2.7609
NIPSNAP3A	18	0.030185	0.16975	0.812753	3426	9	-0.38794	0.029598	0.16129	1.0	2994	7	-0.38794
KIAA1324	15	0.030202	0.15833	0.812753	3427	9	-0.52608	0.81538	0.96785	1.0	19372	3	-0.52608
OR2Z1	14	0.030226	0.15142	0.812753	3428	6	-0.41142	0.98844	0.99785	1.0	20533	2	-0.41142
SNPH	16	0.030239	0.15718	0.812753	3429	10	-0.95584	0.55059	0.88044	1.0	16777	4	-0.95584
NPAS2	12	0.030244	0.14636	0.812753	3430	7	-5.3107	0.83497	0.96279	1.0	19518	2	-5.3107
hsa-mir-3923	3	0.03026	0.078297	0.812753	3431	3	-5.6046	0.96974	0.99479	1.0	20404	0	-5.6046
DUSP7	18	0.030307	0.16976	0.812753	3432	7	-0.022453	0.18175	0.548	1.0	9656	8	-0.022453
SLC39A10	14	0.030308	0.15142	0.812753	3433	8	-5.2594	0.52538	0.85903	1.0	16456	5	-5.2594
ARHGEF17	16	0.030308	0.15723	0.812753	3434	7	-0.073753	0.089704	0.35291	1.0	6307	6	-0.073753
ZNF648	16	0.030308	0.15723	0.812753	3435	9	-0.48543	0.21601	0.58824	1.0	10623	5	-0.48543
DZIP3	15	0.030312	0.15835	0.812753	3436	7	0.2594	0.0086383	0.061786	0.997875	1197	6	0.2594
SUSD2	17	0.030314	0.16673	0.812753	3437	7	0.57132	0.093911	0.37064	1.0	6485	9	0.57132
CCDC122	13	0.030323	0.14935	0.812753	3438	6	0.067167	0.049806	0.21823	1.0	4302	5	0.067167
FLNB	17	0.030332	0.16675	0.812753	3439	11	-0.87298	0.92302	0.99129	1.0	20119	4	-0.87298
MCCC1	16	0.030358	0.15728	0.812753	3440	9	-4.9747	0.36479	0.75786	1.0	13941	6	-4.9747
ZNF274	16	0.030358	0.15728	0.812753	3441	9	-5.0743	0.11792	0.41851	1.0	7515	7	-5.0743
TMEM66	16	0.030381	0.15728	0.812753	3442	11	-1.1002	0.59886	0.9052	1.0	17374	4	-1.1002
hsa-mir-133b	11	0.030382	0.13626	0.812753	3443	7	-5.2113	0.65152	0.89588	1.0	17910	2	-5.2113
RPL7L1	7	0.030383	0.1101	0.812753	3444	4	-0.52502	0.48238	0.74093	1.0	15866	2	-0.52502
HIST1H2AL	16	0.030441	0.15728	0.812753	3445	11	-0.87909	0.65346	0.92795	1.0	17928	2	-0.87909
CBFA2T3	17	0.030448	0.16676	0.812753	3446	7	0.093083	0.35065	0.75235	1.0	13695	7	0.093083
KIFC2	14	0.030452	0.15171	0.812753	3447	7	-0.34578	0.081805	0.31522	1.0	5955	4	-0.34578
ZSCAN29	17	0.030482	0.16679	0.812753	3448	8	-0.48565	0.24932	0.63953	1.0	11491	5	-0.48565
ZRANB3	13	0.030515	0.14942	0.812753	3449	7	-0.72886	0.091294	0.3401	1.0	6372	6	-0.72886
TRPV6	16	0.030524	0.15779	0.812753	3450	5	0.80759	0.008136	0.054875	0.984584	1143	10	0.80759
AGPAT1	17	0.030531	0.16683	0.812753	3451	11	-1.0344	0.93756	0.99349	1.0	20205	2	-1.0344
C2orf82	18	0.03054	0.16981	0.812753	3452	6	-0.016173	0.93476	0.99341	1.0	20193	4	-0.016173
ZNF467	18	0.030565	0.17005	0.812753	3453	11	-0.83483	0.34583	0.75299	1.0	13596	4	-0.83483
hsa-mir-532	11	0.030576	0.13629	0.812753	3454	6	-0.67653	0.33737	0.68205	1.0	13406	4	-0.67653
SRPK2	13	0.030582	0.14944	0.812753	3455	7	-1.7899	0.2451	0.60075	1.0	11381	5	-1.7899
LSAMP	12	0.030595	0.14687	0.812753	3456	6	-2.4132	0.23575	0.57252	1.0	11167	5	-2.4132
USE1	16	0.030614	0.15954	0.812753	3457	10	-1.095	0.68598	0.93607	1.0	18272	4	-1.095
POLD2	14	0.030625	0.15229	0.812753	3458	9	-4.8338	0.91455	0.9858	1.0	20058	1	-4.8338
hsa-mir-718	9	0.030642	0.12055	0.812753	3459	5	-0.82527	0.96866	0.9849	1.0	20394	1	-0.82527
ALYREF	14	0.030658	0.1523	0.812753	3460	9	-4.8513	0.93891	0.99046	1.0	20213	3	-4.8513
GTF3C3	13	0.030665	0.14945	0.812753	3461	9	-5.0446	0.708	0.92826	1.0	18495	2	-5.0446
SRSF1	13	0.030665	0.14945	0.812753	3462	8	-4.8941	0.64756	0.90786	1.0	17867	3	-4.8941
INO80E	15	0.030684	0.15891	0.812753	3463	8	-5.2782	0.20119	0.56199	1.0	10221	7	-5.2782
EPB49	15	0.030687	0.15891	0.812753	3464	7	-0.22562	0.47872	0.83215	1.0	15805	6	-0.22562
WDR44	15	0.030691	0.15891	0.812753	3465	8	-4.9277	0.28017	0.65959	1.0	12212	4	-4.9277
CLIP1	18	0.030693	0.17015	0.812753	3466	8	-0.16563	0.2384	0.63997	1.0	11232	7	-0.16563
UBAP2	16	0.030715	0.16153	0.812753	3467	7	-0.11491	0.33551	0.72754	1.0	13363	7	-0.11491
SCNN1D	16	0.030715	0.16153	0.812753	3468	8	-0.34347	0.60588	0.90847	1.0	17464	5	-0.34347
SEZ6	16	0.030715	0.16153	0.812753	3469	6	-0.14227	0.63484	0.92126	1.0	17741	3	-0.14227
TMEM125	15	0.03072	0.15891	0.812753	3470	8	-0.95225	0.83833	0.97282	1.0	19552	4	-0.95225
MEA1	17	0.030759	0.16684	0.812753	3471	9	-0.56082	0.14585	0.48149	1.0	8513	5	-0.56082
HIST1H4I	17	0.030759	0.16684	0.812753	3472	9	-4.7278	0.45555	0.83021	1.0	15454	3	-4.7278
hsa-mir-944	6	0.030777	0.1037	0.812753	3473	3	-0.23767	0.33456	0.59642	1.0	13345	3	-0.23767
LOC554223	18	0.03078	0.17022	0.812753	3474	7	-0.093742	0.61139	0.91959	1.0	17530	5	-0.093742
CCND3	18	0.03078	0.17022	0.812753	3475	7	0.12306	0.47617	0.8476	1.0	15771	7	0.12306
CXCL6	16	0.030792	0.16169	0.812753	3476	8	-0.62731	0.099562	0.37275	1.0	6740	6	-0.62731
PRMT1	16	0.030792	0.16169	0.812753	3477	7	-0.062262	0.40932	0.79196	1.0	14750	6	-0.062262
PDE6B	18	0.030803	0.17022	0.812753	3478	11	-0.57454	0.79826	0.97174	1.0	19236	5	-0.57454
DYRK1B	14	0.030818	0.15235	0.812753	3479	9	-0.63356	0.66219	0.91923	1.0	18020	3	-0.63356
ISCU	7	0.030852	0.11011	0.812753	3480	5	-1.1753	0.31467	0.6048	1.0	12944	2	-1.1753
hsa-mir-6865	9	0.030856	0.12069	0.812753	3481	7	-5.7483	0.45351	0.76037	1.0	15420	2	-5.7483
TMEM253	12	0.030866	0.14692	0.812753	3482	4	0.34183	0.18093	0.49524	1.0	9634	6	0.34183
hsa-mir-185	12	0.030866	0.14692	0.812753	3483	4	0.54403	0.080127	0.29949	1.0	5884	6	0.54403
PBX1	15	0.030866	0.15893	0.812753	3484	5	0.025664	0.5512	0.87773	1.0	16787	6	0.025664
ZNF554	15	0.030882	0.15894	0.812753	3485	4	0.79267	0.025325	0.13329	1.0	2694	9	0.79267
OTOS	17	0.030935	0.16701	0.812753	3486	5	0.37108	0.29901	0.69652	1.0	12617	8	0.37108
NLE1	16	0.03094	0.16173	0.812753	3487	10	-5.1239	0.4992	0.85275	1.0	16100	4	-5.1239
HMGB2	13	0.030944	0.15278	0.812753	3488	7	-4.907	0.45245	0.80467	1.0	15401	2	-4.907
POM121C	5	0.030945	0.098089	0.812753	3489	3	-5.3557	0.01125	0.04366	0.945123	1452	2	-5.3557
PARP2	14	0.030996	0.15549	0.812753	3490	8	-4.7794	0.10887	0.38848	1.0	7128	4	-4.7794
RCN3	12	0.03101	0.14771	0.812753	3491	6	-0.35969	0.030552	0.14366	1.0	3063	3	-0.35969
hsa-mir-155	7	0.031077	0.11011	0.812753	3492	5	-5.755	0.53038	0.78416	1.0	16524	2	-5.755
PACSIN3	16	0.031092	0.16178	0.812753	3493	9	-5.1334	0.065406	0.28851	1.0	5146	7	-5.1334
ZNRD1	16	0.031094	0.16185	0.812753	3494	9	-5.0328	0.62007	0.91393	1.0	17613	4	-5.0328
KLHDC9	18	0.031108	0.17032	0.812753	3495	6	-0.025136	0.30362	0.70412	1.0	12723	7	-0.025136
TNS3	11	0.031115	0.13644	0.812753	3496	7	-4.907	0.95814	0.98944	1.0	20337	2	-4.907
DUSP18	18	0.031136	0.17047	0.812753	3497	9	-0.42554	0.060681	0.27798	1.0	4897	7	-0.42554
NFATC1	18	0.031136	0.17047	0.812753	3498	7	-0.098543	0.48303	0.85132	1.0	15881	7	-0.098543
PTGFRN	17	0.031163	0.16703	0.812753	3499	11	-0.79508	0.37658	0.77462	1.0	14160	5	-0.79508
FBXL16	18	0.031184	0.17063	0.812753	3500	9	-0.49013	0.12533	0.45069	1.0	7794	5	-0.49013
PAX9	17	0.031228	0.16748	0.812753	3501	8	-0.14211	0.73143	0.95411	1.0	18706	5	-0.14211
SRGAP2D	17	0.031272	0.16795	0.812753	3502	10	-1.1394	0.691	0.942	1.0	18322	4	-1.1394
CYP7B1	14	0.031276	0.15869	0.812753	3503	7	-0.17976	0.15455	0.47625	1.0	8795	5	-0.17976
CD37	16	0.031313	0.16196	0.812753	3504	6	-0.090114	0.56316	0.88758	1.0	16938	5	-0.090114
FAM120B	16	0.031325	0.16197	0.812753	3505	7	0.0059672	0.40251	0.78667	1.0	14620	6	0.0059672
CCDC115	17	0.031334	0.16795	0.812753	3506	9	-0.80229	0.57462	0.89804	1.0	17080	5	-0.80229
GNB5	13	0.031339	0.1531	0.812753	3507	8	-5.3557	0.81951	0.9653	1.0	19401	3	-5.3557
CNPY2	12	0.031344	0.1484	0.812753	3508	8	-5.3263	0.17626	0.48975	1.0	9492	4	-5.3263
SH2D3A	15	0.031356	0.15974	0.812753	3509	6	0.058131	0.041651	0.20109	1.0	3813	6	0.058131
MARCH10	18	0.031372	0.17257	0.812753	3510	7	0.14399	0.39052	0.79401	1.0	14412	8	0.14399
MRPL30	15	0.031391	0.15979	0.812753	3511	8	-4.7883	0.18618	0.53918	1.0	9783	6	-4.7883
HEATR4	15	0.031391	0.15979	0.812753	3512	8	-5.2113	0.54897	0.87641	1.0	16752	4	-5.2113
TBX22	15	0.031391	0.15979	0.812753	3513	7	-0.28847	0.019343	0.11159	1.0	2217	5	-0.28847
NPDC1	16	0.031396	0.16228	0.812753	3514	6	0.0758	0.24853	0.63282	1.0	11469	7	0.0758
RINL	13	0.031405	0.15371	0.812753	3515	8	-4.755	0.80383	0.95986	1.0	19278	3	-4.755
NOB1	11	0.031414	0.13647	0.812753	3516	7	-5.1767	0.21884	0.55017	1.0	10701	3	-5.1767
SLC7A13	9	0.031422	0.1233	0.812753	3517	5	-5.1048	0.46366	0.76978	1.0	15583	4	-5.1048
hsa-mir-3916	9	0.031422	0.1233	0.812753	3518	6	-5.6656	0.43953	0.75086	1.0	15214	3	-5.6656
CD209	18	0.031432	0.17262	0.812753	3519	7	0.42366	0.13792	0.47136	1.0	8226	7	0.42366
FOXD4L3	5	0.03147	0.098329	0.812753	3520	4	-5.2451	0.83181	0.88178	1.0	19491	1	-5.2451
LRRC2	16	0.0315	0.16234	0.812753	3521	11	-1.3532	0.7333	0.94886	1.0	18729	4	-1.3532
CRYBA4	11	0.031519	0.13652	0.812753	3522	8	-0.85306	0.29289	0.63763	1.0	12497	3	-0.85306
SLC2A8	14	0.031521	0.15898	0.812753	3523	9	-3.1448	0.3328	0.71192	1.0	13311	3	-3.1448
NKAPL	9	0.031546	0.12332	0.812753	3524	5	-0.92772	0.012591	0.06252	1.0	1591	4	-0.92772
DEFB114	15	0.031547	0.15979	0.812753	3525	10	-4.7512	0.95952	0.99456	1.0	20347	2	-4.7512
MRPS18A	18	0.031548	0.17265	0.812753	3526	11	-4.8934	0.89893	0.98972	1.0	19958	4	-4.8934
hsa-mir-3653	12	0.031553	0.14845	0.812753	3527	7	-5.348	0.15557	0.45952	1.0	8830	5	-5.348
KRT6C	13	0.031577	0.15372	0.812753	3528	9	-4.7132	0.65462	0.91057	1.0	17947	3	-4.7132
MCOLN3	16	0.031589	0.16237	0.812753	3529	11	-1.6902	0.48038	0.84174	1.0	15829	4	-1.6902
SLC4A3	14	0.031598	0.159	0.812753	3530	8	-0.64851	0.23983	0.60432	1.0	11269	4	-0.64851
NLGN3	14	0.031598	0.159	0.812753	3531	8	-2.8331	0.77547	0.95448	1.0	19063	3	-2.8331
ZNF665	14	0.031598	0.159	0.812753	3532	5	0.40253	0.15754	0.48161	1.0	8908	7	0.40253
TMC6	17	0.031611	0.168	0.812753	3533	2	0.58006	0.037608	0.19024	1.0	3543	10	0.58006
CBS	17	0.031611	0.168	0.812753	3534	7	-0.12046	0.62442	0.91874	1.0	17658	6	-0.12046
SHF	14	0.031632	0.15902	0.812753	3535	8	-3.0826	0.25146	0.62007	1.0	11549	5	-3.0826
LRIT3	13	0.031647	0.15385	0.812753	3536	8	-0.91331	0.57372	0.87354	1.0	17072	3	-0.91331
hsa-mir-3915	3	0.031691	0.078963	0.812753	3537	3	-4.9926	0.96831	0.99465	1.0	20392	0	-4.9926
ATP6V1D	16	0.031692	0.16237	0.812753	3538	10	-5.109	0.72461	0.94616	1.0	18641	5	-5.109
MYZAP	18	0.03171	0.17273	0.812753	3539	11	-0.6511	0.80778	0.97335	1.0	19306	4	-0.6511
LST1	13	0.031736	0.15399	0.812753	3540	8	-5.1294	0.63615	0.90441	1.0	17755	2	-5.1294
GATA1	18	0.03174	0.17281	0.812753	3541	12	-0.69479	0.98822	0.99896	1.0	20529	3	-0.69479
BCAT1	16	0.03174	0.16238	0.812753	3542	9	-5.1294	0.25537	0.64274	1.0	11644	7	-5.1294
BCO2	13	0.031791	0.154	0.812753	3543	9	-4.8941	0.3281	0.69436	1.0	13229	4	-4.8941
ATM	11	0.031793	0.13656	0.812753	3544	5	-0.43535	0.018358	0.093153	1.0	2112	5	-0.43535
ZNF853	17	0.031806	0.16803	0.812753	3545	10	-5.1412	0.20304	0.5756	1.0	10265	5	-5.1412
SOX14	13	0.031809	0.154	0.812753	3546	9	-1.0528	0.60911	0.89341	1.0	17505	3	-1.0528
MYPOP	17	0.031815	0.16803	0.812753	3547	6	0.076743	0.44562	0.82424	1.0	15289	7	0.076743
OCA2	14	0.031819	0.15917	0.812753	3548	9	-5.0644	0.17822	0.50676	1.0	9550	4	-5.0644
USP51	16	0.031834	0.16238	0.812753	3549	11	-1.1873	0.89691	0.98616	1.0	19942	3	-1.1873
PROC	18	0.031877	0.17656	0.812753	3550	10	-0.82669	0.50958	0.86925	1.0	16220	6	-0.82669
C2orf15	16	0.031893	0.16238	0.812753	3551	9	-4.931	0.64991	0.92711	1.0	17899	4	-4.931
CCNF	16	0.031906	0.16238	0.812753	3552	6	0.19146	0.24844	0.63264	1.0	11465	8	0.19146
C1orf168	15	0.031924	0.16041	0.812753	3553	7	-0.287	0.27613	0.65134	1.0	12127	7	-0.287
GLUD2	17	0.031932	0.16804	0.812753	3554	7	0.15932	0.60416	0.91001	1.0	17436	6	0.15932
FAM26E	17	0.031934	0.16894	0.812753	3555	10	-4.7749	0.62407	0.91856	1.0	17650	6	-4.7749
hsa-mir-708	5	0.031944	0.10102	0.812753	3556	4	-5.0002	0.96878	0.98365	1.0	20397	0	-5.0002
RAB40B	18	0.031956	0.1766	0.812753	3557	9	-0.30774	0.54084	0.88611	1.0	16648	7	-0.30774
ABCC10	16	0.031983	0.16349	0.812753	3558	5	0.19228	0.033323	0.16992	1.0	3263	7	0.19228
hsa-mir-6774	12	0.031986	0.1485	0.812753	3559	5	-0.18957	0.35248	0.71265	1.0	13727	3	-0.18957
RPL28	18	0.032015	0.17662	0.812753	3560	10	-3.5873	0.77322	0.9676	1.0	19043	4	-3.5873
GCNT2	15	0.03203	0.16098	0.812753	3561	6	0.24041	0.28594	0.66697	1.0	12352	7	0.24041
FAM195A	14	0.032072	0.15918	0.812753	3562	7	-0.7083	0.0068728	0.045393	0.953605	1006	4	-0.7083
ESAM	18	0.032093	0.17664	0.812753	3563	5	0.036519	0.39431	0.79693	1.0	14477	6	0.036519
MIEF1	9	0.032094	0.12481	0.812753	3564	7	-1.6211	0.98483	0.99112	1.0	20502	1	-1.6211
ARL5B	18	0.032096	0.17664	0.812753	3565	12	-3.2178	0.82346	0.97616	1.0	19424	5	-3.2178
SGOL2	14	0.032107	0.15918	0.812753	3566	9	-4.8198	0.94063	0.99086	1.0	20231	3	-4.8198
GNAT2	18	0.032108	0.17664	0.812753	3567	10	-0.52619	0.11858	0.44103	1.0	7546	4	-0.52619
FOXP2	17	0.032109	0.16923	0.812753	3568	9	-0.83832	0.51278	0.87004	1.0	16270	5	-0.83832
RAD51AP2	14	0.032114	0.15922	0.812753	3569	7	-0.57616	0.47125	0.82704	1.0	15698	4	-0.57616
hsa-mir-3622b	11	0.032136	0.13709	0.812753	3570	5	0.30999	0.40342	0.74942	1.0	14637	5	0.30999
NCAPH	13	0.032152	0.15402	0.812753	3571	8	-4.7132	0.44373	0.79935	1.0	15263	3	-4.7132
ZNF614	15	0.032155	0.16109	0.812753	3572	9	-5.2451	0.093293	0.35233	1.0	6454	4	-5.2451
HES2	18	0.032168	0.17698	0.812753	3573	11	-4.8393	0.5321	0.88238	1.0	16541	4	-4.8393
SLC5A4	18	0.032168	0.17698	0.812753	3574	10	-4.9808	0.030105	0.1631	1.0	3036	5	-4.9808
CAD	15	0.032174	0.16118	0.812753	3575	10	-1.2032	0.45636	0.81608	1.0	15466	3	-1.2032
SCEL	14	0.032186	0.15923	0.812753	3576	7	-0.90908	0.8024	0.96108	1.0	19269	4	-0.90908
MT4	14	0.03219	0.15923	0.812753	3577	8	-1.2076	0.094192	0.3495	1.0	6507	5	-1.2076
CHURC1	17	0.032192	0.16923	0.812753	3578	9	-0.70942	0.24575	0.63337	1.0	11397	5	-0.70942
ZC3H3	15	0.032194	0.16118	0.812753	3579	10	-5.2481	0.12458	0.42608	1.0	7776	4	-5.2481
PIGQ	16	0.032252	0.16778	0.812753	3580	10	-0.96691	0.31089	0.70261	1.0	12866	5	-0.96691
UPF3A	13	0.032254	0.15752	0.812753	3581	7	-0.63762	0.14938	0.45028	1.0	8629	2	-0.63762
TACC1	12	0.032278	0.1491	0.812753	3582	8	-5.3242	0.31072	0.6778	1.0	12862	4	-5.3242
OR8D1	17	0.0323	0.16923	0.812753	3583	6	0.42574	0.066875	0.30183	1.0	5232	9	0.42574
YAP1	17	0.0323	0.16923	0.812753	3584	6	0.30175	0.20701	0.58083	1.0	10383	8	0.30175
PROB1	16	0.032328	0.16794	0.812753	3585	8	-0.75407	0.76585	0.95891	1.0	18984	4	-0.75407
NAT9	16	0.032328	0.16808	0.812753	3586	7	-0.27115	0.10416	0.3882	1.0	6947	7	-0.27115
KBTBD6	16	0.032366	0.16809	0.812753	3587	8	-0.43468	0.34556	0.73928	1.0	13586	5	-0.43468
HDAC9	12	0.032391	0.14911	0.812753	3588	6	-2.6973	0.0035821	0.024317	0.881931	619	5	-2.6973
TST	18	0.032415	0.17803	0.812753	3589	5	-0.075933	0.83015	0.97744	1.0	19477	4	-0.075933
APBA1	13	0.032427	0.15786	0.812753	3590	7	-0.87643	0.9353	0.98936	1.0	20196	1	-0.87643
CELA2A	18	0.032456	0.17805	0.812753	3591	8	-0.15338	0.44135	0.82858	1.0	15243	6	-0.15338
STRN4	12	0.032465	0.14912	0.812753	3592	6	-2.8011	0.0039194	0.026208	0.881931	671	3	-2.8011
ZER1	12	0.032465	0.14912	0.812753	3593	6	-2.7426	0.1135	0.37711	1.0	7327	5	-2.7426
PSMA1	12	0.032465	0.14912	0.812753	3594	8	-5.3483	0.45065	0.78989	1.0	15377	3	-5.3483
SYCP2L	13	0.032478	0.15818	0.812753	3595	7	-5.3802	0.087401	0.33336	1.0	6191	4	-5.3802
AGXT2L2	3	0.032478	0.07916	0.812753	3596	1	1.3558	0.078496	0.18042	1.0	5809	2	1.3558
ZCCHC13	17	0.032484	0.16924	0.812753	3597	8	0.084142	0.64427	0.92655	1.0	17835	6	0.084142
PPM1M	17	0.032484	0.16924	0.812753	3598	11	-2.2973	0.017926	0.10736	1.0	2073	6	-2.2973
UCP2	17	0.032496	0.17102	0.812753	3599	5	-0.069321	0.31801	0.72109	1.0	13024	5	-0.069321
YWHAG	17	0.032496	0.17102	0.812753	3600	6	0.012377	0.387	0.78207	1.0	14343	7	0.012377
FAM57B	16	0.032504	0.16828	0.812753	3601	10	-4.8834	0.49977	0.85305	1.0	16110	5	-4.8834
CCNI2	15	0.032507	0.16183	0.812753	3602	6	0.0086486	0.53959	0.87175	1.0	16634	3	0.0086486
BTG1	16	0.032518	0.16828	0.812753	3603	10	-1.3381	0.91742	0.98971	1.0	20081	3	-1.3381
CD3D	13	0.03253	0.15846	0.812753	3604	9	-1.9361	0.74682	0.94112	1.0	18843	2	-1.9361
HTRA4	15	0.032536	0.16183	0.812753	3605	10	-1.4596	0.38453	0.76809	1.0	14286	5	-1.4596
ARVCF	18	0.032541	0.1781	0.812753	3606	5	0.2204	0.09882	0.39101	1.0	6713	7	0.2204
MYO7A	18	0.032541	0.1781	0.812753	3607	7	0.44758	0.14252	0.48381	1.0	8407	9	0.44758
CEACAM20	18	0.032541	0.1781	0.812753	3608	6	0.0087504	0.053444	0.25336	1.0	4512	7	0.0087504
PRH1	16	0.032542	0.16828	0.812753	3609	4	0.80406	0.0036693	0.02902	0.896153	630	9	0.80406
ANKRD11	15	0.032543	0.16184	0.812753	3610	5	0.45433	0.13331	0.44234	1.0	8084	8	0.45433
PPL	15	0.032563	0.16184	0.812753	3611	10	-1.7952	0.002417	0.018754	0.847681	452	3	-1.7952
GZMK	10	0.032591	0.12851	0.812753	3612	5	-1.0967	0.75211	0.92536	1.0	18884	2	-1.0967
RBM12	17	0.032594	0.17281	0.812753	3613	8	0.059123	0.68516	0.93986	1.0	18261	6	0.059123
SMAD4	17	0.032594	0.17281	0.812753	3614	7	-0.2904	0.16709	0.52179	1.0	9213	7	-0.2904
ANKEF1	17	0.032594	0.17281	0.812753	3615	8	-0.333	0.17035	0.53009	1.0	9316	7	-0.333
